productId|productTypeId|isVirtual|isVariant|internalName|productName|productGroupMain(category)|comments|quantityIncluded|MainUnit(quantityUomId)
PM0023|FINDIG_GOOD|N|N|"51500129 CUTTER BLADE 21/2"""|"51500129 CUTTER BLADE 21/2"""|SPARES|13.00|1|UQC_pcs
PM0024|FINDIG_GOOD|N|N|"51500131 CUTTER BLADE 3"""|"51500131 CUTTER BLADE 3"""|SPARES|13.00|1|UQC_pcs
PM0025|FINDIG_GOOD|N|N|51500133 DRIVE PULLEY|51500133 DRIVE PULLEY|SPARES|13.00|1|UQC_pcs
PM0026|FINDIG_GOOD|N|N|"51500145 APPLY./PRESS. ROLLER BUSH 3"""|"51500145 APPLY./PRESS. ROLLER BUSH 3"""|SPARES|13.00|1|UQC_pcs
PM0027|FINDIG_GOOD|N|N|"51500147 APPLY./PRESS. ROLLER 2 1/2"""|"51500147 APPLY./PRESS. ROLLER 2 1/2"""|SPARES|13.00|1|UQC_pcs
PM0028|FINDIG_GOOD|N|N|"51500148 APPLY./PRESS. ROLLER 3"""|"51500148 APPLY./PRESS. ROLLER 3"""|SPARES|13.00|1|UQC_pcs
PM0029|FINDIG_GOOD|N|N|"51500151 APLLY./PRESS. ROLLER SHAFT 2 1/2""(1SET=10NOS)"|"51500151 APLLY./PRESS. ROLLER SHAFT 2 1/2""(1SET=10NOS)"|SPARES|13.00|1|UQC_pcs
PM0030|FINDIG_GOOD|N|N|51500310 INLINE HELICAL GEARED MOTOR 0.25 HP, Model: NF16, 1Ph,RATIO 17:1|51500310 INLINE HELICAL GEARED MOTOR 0.25 HP, Model: NF16, 1Ph,RATIO 17:1|SPARES|13.00|1|UQC_pcs
PM0031|FINDIG_GOOD|N|N|57500052 SPRING (1 set = 10 nos)|57500052 SPRING (1 set = 10 nos)|SPARES|13.00|1|UQC_pcs
PM0032|FINDIG_GOOD|N|N|75 MM DIA MECHANICAL SEAL FOR 2000KG|75 MM DIA MECHANICAL SEAL FOR 2000KG|SPARES|13.00|1|UQC_pcs
PM0033|FINDIG_GOOD|N|N|A 4 PAPER (PHOTO COPY PAPER)|A 4 PAPER (PHOTO COPY PAPER)|PRINTING_STATIONERY|13.00|1|UQC_pcs
PM0034|FINDIG_GOOD|N|N|A.S. 104 MICRO BIO CIDES|A.S. 104 MICRO BIO CIDES|CONSUMABLES|13.00|1|UQC_pcs
PM0035|FINDIG_GOOD|N|N|A.S. 107 BIO CIDES|A.S. 107 BIO CIDES|CONSUMABLES|13.00|1|UQC_pcs
PM0036|FINDIG_GOOD|N|N|A.S. 97 COOLING SYSTEM CHEMICAL|A.S. 97 COOLING SYSTEM CHEMICAL|CONSUMABLES|13.00|1|UQC_pcs
PM0037|FINDIG_GOOD|N|N|A-2 PLUS SALIPLUS|A-2 PLUS SALIPLUS|RAW_MATERIAL|13.00|1|UQC_kgs
PM0039|FINDIG_GOOD|N|N|AARI (HAND SAW)|AARI (HAND SAW)|CONSUMABLES|13.00|1|UQC_pcs
PM3989|FINDIG_GOOD|N|N|AAROGYA BISCUIT 100 GM|AAROGYA BISCUIT 100 GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM3813|FINDIG_GOOD|N|N|AATA CHAKI 14 MM|AATA CHAKI 14 MM|MACHINERY_FITTINGS|13.00|1|UQC_pcs
PM3955|FINDIG_GOOD|N|N|AATA NOODLES 70 GM|AATA NOODLES 70 GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0040|FINDIG_GOOD|N|N|AB AC DRIVE 22FB 8 P0N13|AB AC DRIVE 22FB 8 P0N13|SPARES|13.00|1|UQC_pcs
PM0041|FINDIG_GOOD|N|N|ABSIL - 100|ABSIL - 100|RAW_MATERIAL|13.00|1|UQC_kgs
PM0042|FINDIG_GOOD|N|N|ABSIL - 200|ABSIL - 200|RAW_MATERIAL|13.00|1|UQC_kgs
PM0043|FINDIG_GOOD|N|N|AC ALDROPS 8''|AC ALDROPS 8''|SPARES|13.00|1|UQC_set
PM0044|FINDIG_GOOD|N|N|AC DRIVE |AC DRIVE |SPARES|13.00|1|UQC_pcs
PM0045|FINDIG_GOOD|N|N|AC DRIVE (VFD) 0.5 HP|AC DRIVE (VFD) 0.5 HP|SPARES|13.00|1|UQC_pcs
PM0046|FINDIG_GOOD|N|N|AC DRIVE 22FB8PON103 2HP 20007-009|AC DRIVE 22FB8PON103 2HP 20007-009|SPARES|13.00|1|UQC_pcs
PM0047|FINDIG_GOOD|N|N|AC KOLUDI (SIDE LOCK)|AC KOLUDI (SIDE LOCK)|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0048|FINDIG_GOOD|N|N|ACETIC ACID(VINEGAR)|ACETIC ACID(VINEGAR)|RAW_MATERIAL|13.00|1|UQC_kgs
PM0049|FINDIG_GOOD|N|N|ACID |ACID |CONSUMABLES|13.00|1|UQC_pcs
PM3671|FINDIG_GOOD|N|N|ACID 1250|ACID 1250|CONSUMABLES|13.00|1|UQC_ltr
PM0050|FINDIG_GOOD|N|N|ACID SLURRY|ACID SLURRY|RAW_MATERIAL|13.00|1|UQC_kgs
PM4054|FINDIG_GOOD|N|N|ACILOC 150 MG|ACILOC 150 MG|MEDICINE|13.00|1|UQC_pcs
PM0051|FINDIG_GOOD|N|N|ACP BOARD ALLUMINIUM |ACP BOARD ALLUMINIUM |ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0052|FINDIG_GOOD|N|N|ACRYPOL ET 1 (CARBOPOL AQUA SF1)|ACRYPOL ET 1 (CARBOPOL AQUA SF1)|RAW_MATERIAL|13.00|1|UQC_kgs
PM3940|FINDIG_GOOD|N|N|ACTIVATED CARBON|ACTIVATED CARBON|CONSUMABLES|13.00|1|UQC_kgs
PM0053|FINDIG_GOOD|N|N|ACTIVE CARE TOOTHBRUSH|ACTIVE CARE TOOTHBRUSH|FINISHED_GOOD|13.00|1|UQC_pcs
PM0054|FINDIG_GOOD|N|N|ACTUATED PNEUMATIC VALVE FOR MAIN MIXER|ACTUATED PNEUMATIC VALVE FOR MAIN MIXER|SPARES|13.00|1|UQC_pcs
PM0055|FINDIG_GOOD|N|N|ADAPTER FOR WEIGHING M/C|ADAPTER FOR WEIGHING M/C|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0056|FINDIG_GOOD|N|N|ADD ON BLOCK 1NO 1NC MNX A2|ADD ON BLOCK 1NO 1NC MNX A2|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM3959|FINDIG_GOOD|N|N|ADHESIVE DENTRITE|ADHESIVE DENTRITE|CONSUMABLES|13.00|1|UQC_kgs
PM0057|FINDIG_GOOD|N|N|"ADJ. SPANNER (T) 12"""|"ADJ. SPANNER (T) 12"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0058|FINDIG_GOOD|N|N|"ADJUSTABLE WRENCH 10"""|"ADJUSTABLE WRENCH 10"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM3846|FINDIG_GOOD|N|N|"ADJUSTABLE WRENCH 12"""|"ADJUSTABLE WRENCH 12"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0059|FINDIG_GOOD|N|N|"ADJUSTABLE WRENCH 15"""|"ADJUSTABLE WRENCH 15"""|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0060|FINDIG_GOOD|N|N|ADJUSTABLE WRENCH 25MM|ADJUSTABLE WRENCH 25MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0061|FINDIG_GOOD|N|N|ADJUSTING BOLT  [137]|ADJUSTING BOLT  [137]|SPARES|13.00|1|UQC_pcs
PM3409|FINDIG_GOOD|N|N|ADULONG (G 10623377)|ADULONG (G 10623377)|RAW_MATERIAL|13.00|1|UQC_kgs
PM0062|FINDIG_GOOD|N|N|AGARBATTI JASMINE - 28GM|AGARBATTI JASMINE - 28GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0063|FINDIG_GOOD|N|N|AGARBATTI KONARK - 28GM|AGARBATTI KONARK - 28GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0064|FINDIG_GOOD|N|N|AGARBATTI LEVENDOR - 28GM|AGARBATTI LEVENDOR - 28GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0065|FINDIG_GOOD|N|N|AGARBATTI ROSE - 28GM|AGARBATTI ROSE - 28GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0066|FINDIG_GOOD|N|N|AGARBATTI SANDAL - 28GM|AGARBATTI SANDAL - 28GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0067|FINDIG_GOOD|N|N|AIR BLOWER |AIR BLOWER |ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0068|FINDIG_GOOD|N|N|AIR CONDITIONER 1 TON|AIR CONDITIONER 1 TON|PLANT_MACHINERY |13.00|1|UQC_pcs
PM0069|FINDIG_GOOD|N|N|AIR CONDITIONER 1.5 TON|AIR CONDITIONER 1.5 TON|PLANT_MACHINERY |13.00|1|UQC_pcs
PM0070|FINDIG_GOOD|N|N|AIR CONDITIONER 2 TON|AIR CONDITIONER 2 TON|PLANT_MACHINERY |13.00|1|UQC_pcs
PM4116|FINDIG_GOOD|N|N|AIR COOLER|AIR COOLER|HOME_APPLIANCES|13.00|1|UQC_pcs
PM0071|FINDIG_GOOD|N|N|AIR CURTAIN STEEL 304 CMP|AIR CURTAIN STEEL 304 CMP|PLANT_MACHINERY |13.00|1|UQC_pcs
PM0072|FINDIG_GOOD|N|N|AIR CURTAIN STEEL 304 GMP|AIR CURTAIN STEEL 304 GMP|PLANT_MACHINERY |13.00|1|UQC_pcs
PM0073|FINDIG_GOOD|N|N|AIR FILLER|AIR FILLER|CONSUMABLES|13.00|1|UQC_pcs
PM0074|FINDIG_GOOD|N|N|AIR FILTER |AIR FILTER |SPARES|13.00|1|UQC_pcs
PM0075|FINDIG_GOOD|N|N|AIR FILTER 21212204|AIR FILTER 21212204|SPARES|13.00|1|UQC_pcs
PM0076|FINDIG_GOOD|N|N|AIR GUN|AIR GUN|CONSUMABLES|13.00|1|UQC_pcs
PM0077|FINDIG_GOOD|N|N|AIR LOCK GLASS |AIR LOCK GLASS |SPARES|13.00|1|UQC_pcs
PM0078|FINDIG_GOOD|N|N|AIR PNENUMATIC CYLINDER|AIR PNENUMATIC CYLINDER|SPARES|13.00|1|UQC_pcs
PM0079|FINDIG_GOOD|N|N|AIR REGULATOR 4X1/8''|AIR REGULATOR 4X1/8''|SPARES|13.00|1|UQC_pcs
PM0080|FINDIG_GOOD|N|N|AIR VENT VALVE WITH SOCKET 20 NB|AIR VENT VALVE WITH SOCKET 20 NB|SPARES|13.00|1|UQC_pcs
PM3980|FINDIG_GOOD|N|N|AJWAIN WHOLE 50 GM|AJWAIN WHOLE 50 GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM3388|FINDIG_GOOD|N|N|AKARKARA ROOT EXT.|AKARKARA ROOT EXT.|RAW_MATERIAL|13.00|1|UQC_kgs
PM0081|FINDIG_GOOD|N|N|AKARKARA ROOT POWDER|AKARKARA ROOT POWDER|RAW_MATERIAL|13.00|1|UQC_kgs
PM3481|FINDIG_GOOD|N|N|AKBARI PICKLE|AKBARI PICKLE|NGPL_SEMI_FG|13.00|1|UQC_kgs
PM0082|FINDIG_GOOD|N|N|AKHROT  POWDER EXT.|AKHROT  POWDER EXT.|RAW_MATERIAL|13.00|1|UQC_kgs
PM0083|FINDIG_GOOD|N|N|ALL BOLT 3X35 WITH NUT|ALL BOLT 3X35 WITH NUT|SPARES|13.00|1|UQC_pcs
PM0084|FINDIG_GOOD|N|N|ALL KILL (KITNASAK)|ALL KILL (KITNASAK)|CONSUMABLES|13.00|1|UQC_pcs
PM0085|FINDIG_GOOD|N|N|ALL RIVIT |ALL RIVIT |CONSUMABLES|13.00|1|UQC_pcs
PM0086|FINDIG_GOOD|N|N|ALLANTOIN|ALLANTOIN|RAW_MATERIAL|13.00|1|UQC_kgs
PM0087|FINDIG_GOOD|N|N|ALLEN BOLT 10X50 MM|ALLEN BOLT 10X50 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0088|FINDIG_GOOD|N|N|ALLEN BOLT 10X65 MM|ALLEN BOLT 10X65 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0089|FINDIG_GOOD|N|N|ALLEN BOLT 12X50|ALLEN BOLT 12X50|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0090|FINDIG_GOOD|N|N|ALLEN BOLT 4X25|ALLEN BOLT 4X25|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0091|FINDIG_GOOD|N|N|ALLEN BOLT 5X15|ALLEN BOLT 5X15|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0092|FINDIG_GOOD|N|N|ALLEN BOLT 5X25|ALLEN BOLT 5X25|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0093|FINDIG_GOOD|N|N|ALLEN BOLT 6X40 MM|ALLEN BOLT 6X40 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0094|FINDIG_GOOD|N|N|ALLEN BOLT 8X40 MM|ALLEN BOLT 8X40 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0095|FINDIG_GOOD|N|N|ALLEN BOLT 8X50 MM|ALLEN BOLT 8X50 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0096|FINDIG_GOOD|N|N|ALLEN KEY 10 MM|ALLEN KEY 10 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0097|FINDIG_GOOD|N|N|ALLEN KEY 12 MM|ALLEN KEY 12 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM3847|FINDIG_GOOD|N|N|ALLEN KEY 14 MM|ALLEN KEY 14 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0098|FINDIG_GOOD|N|N|ALLEN KEY 15 MM|ALLEN KEY 15 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM3848|FINDIG_GOOD|N|N|ALLEN KEY 17 MM|ALLEN KEY 17 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0099|FINDIG_GOOD|N|N|ALLEN KEY 19 MM|ALLEN KEY 19 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0100|FINDIG_GOOD|N|N|ALLEN KEY 2.5 MM|ALLEN KEY 2.5 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0101|FINDIG_GOOD|N|N|ALLEN KEY 3 MM|ALLEN KEY 3 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0102|FINDIG_GOOD|N|N|ALLEN KEY 4 MM|ALLEN KEY 4 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0103|FINDIG_GOOD|N|N|ALLEN KEY 5 MM|ALLEN KEY 5 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0104|FINDIG_GOOD|N|N|ALLEN KEY 5/8 MM|ALLEN KEY 5/8 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0105|FINDIG_GOOD|N|N|ALLEN KEY 6 MM|ALLEN KEY 6 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0106|FINDIG_GOOD|N|N|ALLEN KEY 8 MM|ALLEN KEY 8 MM|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0107|FINDIG_GOOD|N|N|ALLEN KEY SET (INCHI)|ALLEN KEY SET (INCHI)|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0108|FINDIG_GOOD|N|N|ALLEN KEY SET (MM)|ALLEN KEY SET (MM)|TOOLS_MACHINERY|13.00|1|UQC_pcs
PM0109|FINDIG_GOOD|N|N|ALLUMINIUM CABLE LUGS 25 MM|ALLUMINIUM CABLE LUGS 25 MM|WIRE_FITTINGS|13.00|1|UQC_pcs
PM0110|FINDIG_GOOD|N|N|ALLUMINIUM CABLE LUGS 35 MM|ALLUMINIUM CABLE LUGS 35 MM|WIRE_FITTINGS|13.00|1|UQC_pcs
PM0111|FINDIG_GOOD|N|N|ALLUMINIUM CABLE LUGS 50 MM|ALLUMINIUM CABLE LUGS 50 MM|WIRE_FITTINGS|13.00|1|UQC_pcs
PM0112|FINDIG_GOOD|N|N|ALLUMINIUM CASTING WORM DIA 200 MM LH ALS19|ALLUMINIUM CASTING WORM DIA 200 MM LH ALS19|SPARES|13.00|1|UQC_pcs
PM0113|FINDIG_GOOD|N|N|ALLUMINIUM COVINGS 50*50*2MM|ALLUMINIUM COVINGS 50*50*2MM|SPARES|13.00|1|UQC_pcs
PM3422|FINDIG_GOOD|N|N|ALLUMINIUM FOIL (METHI PICKLE)|ALLUMINIUM FOIL (METHI PICKLE)|PACKAGING_MATERIAL|13.00|1|UQC_kgs
PM4129|FINDIG_GOOD|N|N|ALLUMINIUM FOIL 1 KG|ALLUMINIUM FOIL 1 KG|CONSUMABLES|13.00|1|UQC_pcs
PM0114|FINDIG_GOOD|N|N|ALLUMINIUM FRAME (7001)|ALLUMINIUM FRAME (7001)|CONSUMABLES|13.00|1|UQC_pcs
PM0115|FINDIG_GOOD|N|N|ALLUMINIUM FRAME (7021)|ALLUMINIUM FRAME (7021)|CONSUMABLES|13.00|1|UQC_pcs
PM0116|FINDIG_GOOD|N|N|ALLUMINIUM FRAME (7071)|ALLUMINIUM FRAME (7071)|CONSUMABLES|13.00|1|UQC_pcs
PM0117|FINDIG_GOOD|N|N|ALLUMINIUM FRAME (7091)|ALLUMINIUM FRAME (7091)|CONSUMABLES|13.00|1|UQC_pcs
PM0118|FINDIG_GOOD|N|N|ALLUMINIUM FRAME (7424)|ALLUMINIUM FRAME (7424)|CONSUMABLES|13.00|1|UQC_jar
PM3669|FINDIG_GOOD|N|N|ALLUMINIUM PAINT|ALLUMINIUM PAINT|CONSUMABLES|13.00|1|UQC_ltr
PM0119|FINDIG_GOOD|N|N|ALLUMINIUM PAINT 20 LTR JAR|ALLUMINIUM PAINT 20 LTR JAR|CONSUMABLES|13.00|1|UQC_pcs
PM0120|FINDIG_GOOD|N|N|ALLUMINIUM PANNEL BOARD 8X4|ALLUMINIUM PANNEL BOARD 8X4|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0121|FINDIG_GOOD|N|N|ALLUMINIUM SECTION MF|ALLUMINIUM SECTION MF|CONSUMABLES|13.00|1|UQC_pcs
PM0122|FINDIG_GOOD|N|N|ALLUMINIUM SECTION NA|ALLUMINIUM SECTION NA|CONSUMABLES|13.00|1|UQC_pcs
PM3675|FINDIG_GOOD|N|N|ALLUMINIUM WAD 83 MM|ALLUMINIUM WAD 83 MM|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM0124|FINDIG_GOOD|N|N|ALLUMINIUM WAD MO 5 LTR (PAPL)|ALLUMINIUM WAD MO 5 LTR (PAPL)|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM0123|FINDIG_GOOD|N|N|ALMOND OIL 100ML|ALMOND OIL 100ML|FINISHED_GOOD|13.00|1|UQC_pcs
PM0125|FINDIG_GOOD|N|N|ALOE VERA EXTRACT |ALOE VERA EXTRACT |RAW_MATERIAL|13.00|1|UQC_kgs
PM0126|FINDIG_GOOD|N|N|ALOEVERA APRICOT SCURB 60GM|ALOEVERA APRICOT SCURB 60GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0127|FINDIG_GOOD|N|N|ALOEVERA GEL 150 ML|ALOEVERA GEL 150 ML|FINISHED_GOOD|13.00|1|UQC_pcs
PM0128|FINDIG_GOOD|N|N|ALOEVERA JUICE|ALOEVERA JUICE|RAW_MATERIAL|13.00|1|UQC_kgs
PM0129|FINDIG_GOOD|N|N|ALOEVERA JUICE-1LTR|ALOEVERA JUICE-1LTR|FINISHED_GOOD|13.00|1|UQC_pcs
PM0130|FINDIG_GOOD|N|N|ALOEVERA KANTI 150GM|ALOEVERA KANTI 150GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0131|FINDIG_GOOD|N|N|ALOEVERA KANTI 75GM|ALOEVERA KANTI 75GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0132|FINDIG_GOOD|N|N|ALOEVERA PULP|ALOEVERA PULP|RAW_MATERIAL|13.00|1|UQC_kgs
PM0133|FINDIG_GOOD|N|N|ALOVERA MULTANIMITTI FACEPACK 60GM|ALOVERA MULTANIMITTI FACEPACK 60GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0134|FINDIG_GOOD|N|N|ALPHABET LETTER|ALPHABET LETTER|CONSUMABLES|13.00|1|UQC_pcs
PM0135|FINDIG_GOOD|N|N|ALUMINIUM SULPHATE|ALUMINIUM SULPHATE|RAW_MATERIAL|13.00|1|UQC_kgs
PM0136|FINDIG_GOOD|N|N|ALUMINIUM TILTING TABLE TOWER LADDER (16'/30')|ALUMINIUM TILTING TABLE TOWER LADDER (16'/30')|PLANT_MACHINERY |13.00|1|UQC_pcs
PM3693|FINDIG_GOOD|N|N|ALUMINIUM WAD 39.9MM (NGPL)|ALUMINIUM WAD 39.9MM (NGPL)|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM3510|FINDIG_GOOD|N|N|ALUMINIUM WAD 53 MM (NGPL)|ALUMINIUM WAD 53 MM (NGPL)|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM3692|FINDIG_GOOD|N|N|ALUMINIUM WAD 55.6 (NGPL)|ALUMINIUM WAD 55.6 (NGPL)|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM3691|FINDIG_GOOD|N|N|ALUMINIUM WAD 81.9* (NGPL)|ALUMINIUM WAD 81.9* (NGPL)|PACKAGING_MATERIAL|13.00|1|UQC_pcs
PM0137|FINDIG_GOOD|N|N|AMA HALDI EXTRACT|AMA HALDI EXTRACT|RAW_MATERIAL|13.00|1|UQC_kgs
PM0138|FINDIG_GOOD|N|N|AMALVED|AMALVED|RAW_MATERIAL|13.00|1|UQC_kgs
PM3961|FINDIG_GOOD|N|N|AMLA CHATPATTA CANDY 500 GM|AMLA CHATPATTA CANDY 500 GM|FINISHED_GOOD|13.00|1|UQC_pcs
PM0139|FINDIG_GOOD|N|N|AMLA EXTRACT|AMLA EXTRACT|RAW_MATERIAL|13.00|1|UQC_kgs
PM0140|FINDIG_GOOD|N|N|AMLA FRUIT RAW|AMLA FRUIT RAW|RAW_MATERIAL|13.00|1|UQC_kgs
PM0141|FINDIG_GOOD|N|N|AMLA JUICE- 1LTR|AMLA JUICE- 1LTR|FINISHED_GOOD|13.00|1|UQC_pcs
PM0142|FINDIG_GOOD|N|N|AMLA JUICE CONCENTRATE|AMLA JUICE CONCENTRATE|RAW_MATERIAL|13.00|1|UQC_kgs
PM3962|FINDIG_GOOD|N|N|AMLA MURABBA 1 KG|AMLA MURABBA 1 KG|FINISHED_GOOD|13.00|1|UQC_pcs
PM0143|FINDIG_GOOD|N|N|AMLA OIL 100ML|AMLA OIL 100ML|FINISHED_GOOD|13.00|1|UQC_pcs
PM0144|FINDIG_GOOD|N|N|AMLA PICKLE 1KG|AMLA PICKLE 1KG|FINISHED_GOOD|13.00|1|UQC_pcs
PM0145|FINDIG_GOOD|N|N|AMLA SEED OIL|AMLA SEED OIL|RAW_MATERIAL|13.00|1|UQC_kgs
PM0146|FINDIG_GOOD|N|N|AMRON CONTROLLER|AMRON CONTROLLER|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
PM0147|FINDIG_GOOD|N|N|ANALOG JUNCTION BOX|ANALOG JUNCTION BOX|ELECTRICAL_FITTINGS|13.00|1|UQC_pcs
