partyId,contactMechId,fromDate,allowSolicitation
PRT0074,CM0074,2019-04-17 00:00:00.0,Y
PRT0075,CM0075,2019-04-17 00:00:00.0,Y
PRT0076,CM0076,2019-04-17 00:00:00.0,Y
PRT0077,CM0077,2019-04-17 00:00:00.0,Y
PRT0078,CM0078,2019-04-17 00:00:00.0,Y
PRT0079,CM0079,2019-04-17 00:00:00.0,Y
PRT0080,CM0080,2019-04-17 00:00:00.0,Y
PRT0081,CM0081,2019-04-17 00:00:00.0,Y
PRT0082,CM0082,2019-04-17 00:00:00.0,Y
PRT0083,CM0083,2019-04-17 00:00:00.0,Y
PRT0084,CM0084,2019-04-17 00:00:00.0,Y
PRT0085,CM0085,2019-04-17 00:00:00.0,Y
PRT0086,CM0086,2019-04-17 00:00:00.0,Y
PRT0087,CM0087,2019-04-17 00:00:00.0,Y
PRT0088,CM0088,2019-04-17 00:00:00.0,Y
PRT0089,CM0089,2019-04-17 00:00:00.0,Y
PRT0090,CM0090,2019-04-17 00:00:00.0,Y
PRT0091,CM0091,2019-04-17 00:00:00.0,Y
PRT0092,CM0092,2019-04-17 00:00:00.0,Y
PRT0093,CM0093,2019-04-17 00:00:00.0,Y
PRT0094,CM0094,2019-04-17 00:00:00.0,Y
PRT0095,CM0095,2019-04-17 00:00:00.0,Y
PRT0096,CM0096,2019-04-17 00:00:00.0,Y
PRT0097,CM0097,2019-04-17 00:00:00.0,Y
PRT0098,CM0098,2019-04-17 00:00:00.0,Y
PRT0099,CM0099,2019-04-17 00:00:00.0,Y
PRT0100,CM0100,2019-04-17 00:00:00.0,Y
PRT0101,CM0101,2019-04-17 00:00:00.0,Y
PRT0102,CM0102,2019-04-17 00:00:00.0,Y
PRT0103,CM0103,2019-04-17 00:00:00.0,Y
PRT0104,CM0104,2019-04-17 00:00:00.0,Y
PRT0105,CM0105,2019-04-17 00:00:00.0,Y
PRT0106,CM0106,2019-04-17 00:00:00.0,Y
PRT0107,CM0107,2019-04-17 00:00:00.0,Y
PRT0108,CM0108,2019-04-17 00:00:00.0,Y
PRT0109,CM0109,2019-04-17 00:00:00.0,Y
PRT0110,CM0110,2019-04-17 00:00:00.0,Y
PRT0111,CM0111,2019-04-17 00:00:00.0,Y
PRT0112,CM0112,2019-04-17 00:00:00.0,Y
PRT0113,CM0113,2019-04-17 00:00:00.0,Y
PRT0114,CM0114,2019-04-17 00:00:00.0,Y
PRT0115,CM0115,2019-04-17 00:00:00.0,Y
PRT0116,CM0116,2019-04-17 00:00:00.0,Y
PRT0117,CM0117,2019-04-17 00:00:00.0,Y
PRT0118,CM0118,2019-04-17 00:00:00.0,Y
PRT0119,CM0119,2019-04-17 00:00:00.0,Y
PRT0120,CM0120,2019-04-17 00:00:00.0,Y
PRT0121,CM0121,2019-04-17 00:00:00.0,Y
PRT0122,CM0122,2019-04-17 00:00:00.0,Y
PRT0123,CM0123,2019-04-17 00:00:00.0,Y
PRT0124,CM0124,2019-04-17 00:00:00.0,Y
PRT0125,CM0125,2019-04-17 00:00:00.0,Y
PRT0126,CM0126,2019-04-17 00:00:00.0,Y
PRT0127,CM0127,2019-04-17 00:00:00.0,Y
PRT0128,CM0128,2019-04-17 00:00:00.0,Y
PRT0129,CM0129,2019-04-17 00:00:00.0,Y
PRT0130,CM0130,2019-04-17 00:00:00.0,Y
PRT0131,CM0131,2019-04-17 00:00:00.0,Y
PRT0132,CM0132,2019-04-17 00:00:00.0,Y
PRT0133,CM0133,2019-04-17 00:00:00.0,Y
PRT0134,CM0134,2019-04-17 00:00:00.0,Y
PRT0135,CM0135,2019-04-17 00:00:00.0,Y
PRT0136,CM0136,2019-04-17 00:00:00.0,Y
PRT0137,CM0137,2019-04-17 00:00:00.0,Y
PRT0138,CM0138,2019-04-17 00:00:00.0,Y
PRT0139,CM0139,2019-04-17 00:00:00.0,Y
PRT0140,CM0140,2019-04-17 00:00:00.0,Y
PRT0141,CM0141,2019-04-17 00:00:00.0,Y
PRT0142,CM0142,2019-04-17 00:00:00.0,Y
PRT0143,CM0143,2019-04-17 00:00:00.0,Y
PRT0144,CM0144,2019-04-17 00:00:00.0,Y
PRT0145,CM0145,2019-04-17 00:00:00.0,Y
PRT0146,CM0146,2019-04-17 00:00:00.0,Y
PRT0147,CM0147,2019-04-17 00:00:00.0,Y
PRT0148,CM0148,2019-04-17 00:00:00.0,Y
PRT0149,CM0149,2019-04-17 00:00:00.0,Y
PRT0150,CM0150,2019-04-17 00:00:00.0,Y
PRT0151,CM0151,2019-04-17 00:00:00.0,Y
PRT0152,CM0152,2019-04-17 00:00:00.0,Y
PRT0153,CM0153,2019-04-17 00:00:00.0,Y
PRT0154,CM0154,2019-04-17 00:00:00.0,Y
PRT0155,CM0155,2019-04-17 00:00:00.0,Y
PRT0156,CM0156,2019-04-17 00:00:00.0,Y
PRT0157,CM0157,2019-04-17 00:00:00.0,Y
PRT0158,CM0158,2019-04-17 00:00:00.0,Y
PRT0159,CM0159,2019-04-17 00:00:00.0,Y
PRT0160,CM0160,2019-04-17 00:00:00.0,Y
PRT0161,CM0161,2019-04-17 00:00:00.0,Y
PRT0162,CM0162,2019-04-17 00:00:00.0,Y
PRT0163,CM0163,2019-04-17 00:00:00.0,Y
PRT0164,CM0164,2019-04-17 00:00:00.0,Y
PRT0165,CM0165,2019-04-17 00:00:00.0,Y
PRT0166,CM0166,2019-04-17 00:00:00.0,Y
PRT0167,CM0167,2019-04-17 00:00:00.0,Y
PRT0168,CM0168,2019-04-17 00:00:00.0,Y
PRT0169,CM0169,2019-04-17 00:00:00.0,Y
PRT0170,CM0170,2019-04-17 00:00:00.0,Y
PRT0171,CM0171,2019-04-17 00:00:00.0,Y
PRT0172,CM0172,2019-04-17 00:00:00.0,Y
PRT0173,CM0173,2019-04-17 00:00:00.0,Y
PRT0174,CM0174,2019-04-17 00:00:00.0,Y
PRT0175,CM0175,2019-04-17 00:00:00.0,Y
PRT0176,CM0176,2019-04-17 00:00:00.0,Y
PRT0177,CM0177,2019-04-17 00:00:00.0,Y
PRT0178,CM0178,2019-04-17 00:00:00.0,Y
PRT0179,CM0179,2019-04-17 00:00:00.0,Y
PRT0180,CM0180,2019-04-17 00:00:00.0,Y
PRT0181,CM0181,2019-04-17 00:00:00.0,Y
PRT0182,CM0182,2019-04-17 00:00:00.0,Y
PRT0183,CM0183,2019-04-17 00:00:00.0,Y
PRT0184,CM0184,2019-04-17 00:00:00.0,Y
PRT0185,CM0185,2019-04-17 00:00:00.0,Y
PRT0186,CM0186,2019-04-17 00:00:00.0,Y
PRT0187,CM0187,2019-04-17 00:00:00.0,Y
PRT0188,CM0188,2019-04-17 00:00:00.0,Y
PRT0189,CM0189,2019-04-17 00:00:00.0,Y
PRT0190,CM0190,2019-04-17 00:00:00.0,Y
PRT0191,CM0191,2019-04-17 00:00:00.0,Y
PRT0192,CM0192,2019-04-17 00:00:00.0,Y
PRT0193,CM0193,2019-04-17 00:00:00.0,Y
PRT0194,CM0194,2019-04-17 00:00:00.0,Y
PRT0195,CM0195,2019-04-17 00:00:00.0,Y
PRT0196,CM0196,2019-04-17 00:00:00.0,Y
PRT0197,CM0197,2019-04-17 00:00:00.0,Y
PRT0198,CM0198,2019-04-17 00:00:00.0,Y
PRT0199,CM0199,2019-04-17 00:00:00.0,Y
PRT0200,CM0200,2019-04-17 00:00:00.0,Y
PRT0201,CM0201,2019-04-17 00:00:00.0,Y
PRT0202,CM0202,2019-04-17 00:00:00.0,Y
PRT0203,CM0203,2019-04-17 00:00:00.0,Y
PRT0204,CM0204,2019-04-17 00:00:00.0,Y
PRT0205,CM0205,2019-04-17 00:00:00.0,Y
PRT0206,CM0206,2019-04-17 00:00:00.0,Y
PRT0207,CM0207,2019-04-17 00:00:00.0,Y
PRT0208,CM0208,2019-04-17 00:00:00.0,Y
PRT0209,CM0209,2019-04-17 00:00:00.0,Y
PRT0210,CM0210,2019-04-17 00:00:00.0,Y
PRT0211,CM0211,2019-04-17 00:00:00.0,Y
PRT0212,CM0212,2019-04-17 00:00:00.0,Y
PRT0213,CM0213,2019-04-17 00:00:00.0,Y
PRT0214,CM0214,2019-04-17 00:00:00.0,Y
PRT0215,CM0215,2019-04-17 00:00:00.0,Y
PRT0216,CM0216,2019-04-17 00:00:00.0,Y
PRT0217,CM0217,2019-04-17 00:00:00.0,Y
PRT0218,CM0218,2019-04-17 00:00:00.0,Y
PRT0219,CM0219,2019-04-17 00:00:00.0,Y
PRT0220,CM0220,2019-04-17 00:00:00.0,Y
PRT0221,CM0221,2019-04-17 00:00:00.0,Y
PRT0222,CM0222,2019-04-17 00:00:00.0,Y
PRT0223,CM0223,2019-04-17 00:00:00.0,Y
PRT0224,CM0224,2019-04-17 00:00:00.0,Y
PRT0225,CM0225,2019-04-17 00:00:00.0,Y
PRT0226,CM0226,2019-04-17 00:00:00.0,Y
PRT0227,CM0227,2019-04-17 00:00:00.0,Y
PRT0228,CM0228,2019-04-17 00:00:00.0,Y
PRT0229,CM0229,2019-04-17 00:00:00.0,Y
PRT0230,CM0230,2019-04-17 00:00:00.0,Y
PRT0231,CM0231,2019-04-17 00:00:00.0,Y
PRT0232,CM0232,2019-04-17 00:00:00.0,Y
PRT0233,CM0233,2019-04-17 00:00:00.0,Y
PRT0234,CM0234,2019-04-17 00:00:00.0,Y
PRT0235,CM0235,2019-04-17 00:00:00.0,Y
PRT0236,CM0236,2019-04-17 00:00:00.0,Y
PRT0237,CM0237,2019-04-17 00:00:00.0,Y
PRT0238,CM0238,2019-04-17 00:00:00.0,Y
PRT0239,CM0239,2019-04-17 00:00:00.0,Y
PRT0240,CM0240,2019-04-17 00:00:00.0,Y
PRT0241,CM0241,2019-04-17 00:00:00.0,Y
PRT0242,CM0242,2019-04-17 00:00:00.0,Y
PRT0243,CM0243,2019-04-17 00:00:00.0,Y
PRT0244,CM0244,2019-04-17 00:00:00.0,Y
PRT0245,CM0245,2019-04-17 00:00:00.0,Y
PRT0246,CM0246,2019-04-17 00:00:00.0,Y
PRT0247,CM0247,2019-04-17 00:00:00.0,Y
PRT0248,CM0248,2019-04-17 00:00:00.0,Y
PRT0249,CM0249,2019-04-17 00:00:00.0,Y
PRT0250,CM0250,2019-04-17 00:00:00.0,Y
PRT0251,CM0251,2019-04-17 00:00:00.0,Y
PRT0252,CM0252,2019-04-17 00:00:00.0,Y
PRT0253,CM0253,2019-04-17 00:00:00.0,Y
PRT0254,CM0254,2019-04-17 00:00:00.0,Y
PRT0255,CM0255,2019-04-17 00:00:00.0,Y
PRT0256,CM0256,2019-04-17 00:00:00.0,Y
PRT0257,CM0257,2019-04-17 00:00:00.0,Y
PRT0258,CM0258,2019-04-17 00:00:00.0,Y
PRT0259,CM0259,2019-04-17 00:00:00.0,Y
PRT0260,CM0260,2019-04-17 00:00:00.0,Y
PRT0261,CM0261,2019-04-17 00:00:00.0,Y
PRT0262,CM0262,2019-04-17 00:00:00.0,Y
PRT0263,CM0263,2019-04-17 00:00:00.0,Y
PRT0264,CM0264,2019-04-17 00:00:00.0,Y
PRT0265,CM0265,2019-04-17 00:00:00.0,Y
PRT0266,CM0266,2019-04-17 00:00:00.0,Y
PRT0267,CM0267,2019-04-17 00:00:00.0,Y
PRT0268,CM0268,2019-04-17 00:00:00.0,Y
PRT0269,CM0269,2019-04-17 00:00:00.0,Y
PRT0270,CM0270,2019-04-17 00:00:00.0,Y
PRT0271,CM0271,2019-04-17 00:00:00.0,Y
PRT0272,CM0272,2019-04-17 00:00:00.0,Y
PRT0273,CM0273,2019-04-17 00:00:00.0,Y
PRT0274,CM0274,2019-04-17 00:00:00.0,Y
PRT0275,CM0275,2019-04-17 00:00:00.0,Y
