partyId,contactMechId,fromDate,allowSolicitation
PRT0184,EM0064,2019-04-17 00:00:00.000,Y
PRT0185,EM0065,2019-04-17 00:00:00.000,Y
PRT0186,EM0066,2019-04-17 00:00:00.000,Y
PRT0187,EM0067,2019-04-17 00:00:00.000,Y
PRT0188,EM0068,2019-04-17 00:00:00.000,Y
PRT0190,EM0069,2019-04-17 00:00:00.000,Y
PRT0191,EM0070,2019-04-17 00:00:00.000,Y
PRT0193,EM0071,2019-04-17 00:00:00.000,Y
PRT0194,EM0072,2019-04-17 00:00:00.000,Y
PRT0195,EM0073,2019-04-17 00:00:00.000,Y
PRT0213,EM0074,2019-04-17 00:00:00.000,Y
PRT0215,EM0075,2019-04-17 00:00:00.000,Y
PRT0216,EM0076,2019-04-17 00:00:00.000,Y
PRT0222,EM0077,2019-04-17 00:00:00.000,Y
PRT0224,EM0078,2019-04-17 00:00:00.000,Y
PRT0226,EM0079,2019-04-17 00:00:00.000,Y
PRT0235,EM0080,2019-04-17 00:00:00.000,Y
PRT0245,EM0081,2019-04-17 00:00:00.000,Y
PRT0247,EM0082,2019-04-17 00:00:00.000,Y
PRT0249,EM0083,2019-04-17 00:00:00.000,Y
PRT0250,EM0084,2019-04-17 00:00:00.000,Y
PRT0251,EM0085,2019-04-17 00:00:00.000,Y
PRT0252,EM0086,2019-04-17 00:00:00.000,Y
PRT0254,EM0087,2019-04-17 00:00:00.000,Y
PRT0256,EM0088,2019-04-17 00:00:00.000,Y
PRT0258,EM0089,2019-04-17 00:00:00.000,Y
PRT0259,EM0090,2019-04-17 00:00:00.000,Y
PRT0265,EM0091,2019-04-17 00:00:00.000,Y
PRT0266,EM0092,2019-04-17 00:00:00.000,Y
PRT0267,EM0093,2019-04-17 00:00:00.000,Y
PRT0268,EM0094,2019-04-17 00:00:00.000,Y
PRT0269,EM0095,2019-04-17 00:00:00.000,Y
PRT0270,EM0096,2019-04-17 00:00:00.000,Y
PRT0271,EM0097,2019-04-17 00:00:00.000,Y
PRT0272,EM0098,2019-04-17 00:00:00.000,Y
PRT0273,EM0099,2019-04-17 00:00:00.000,Y
PRT0275,EM0100,2019-04-17 00:00:00.000,Y
